=== Stock Screener — 2026-06-17 13:45 ===
Criteria: Above 50d EMA | Positive weekly gain | Market cap > $1B
Fetching universe...

  NASDAQ screener: 2775 stocks with market cap > $1B
  Top 5 by daily gain: SLBT(+167.0%), HONAV(+35.0%), WYFI(+18.9%), BVC(+18.2%), LION(+13.8%)
Screening 2775 stocks...
  Priority tier (top 300 movers): 300
  Remaining: 2475

  === Priority Tier ===
  Priority: 300/300 (197 passed, 0 errors)

  === Remaining Tier ===
  Remaining: 300/2475 (259 total passed)
  Remaining: 600/2475 (259 total passed)
  Remaining: 900/2475 (259 total passed)
  Remaining: 1200/2475 (259 total passed)
  Remaining: 1500/2475 (259 total passed)
  Remaining: 1800/2475 (259 total passed)
  Remaining: 2100/2475 (259 total passed)
  Remaining: 2400/2475 (259 total passed)
  Remaining: 2475/2475 (259 total passed)

  Final: 259 stocks passed all filters

================================================================================
  259 stocks passed all filters
  Sorted by composite momentum (MACD 35 | ROC 30 | Volume 25 | EMA 10)
  Rating: 5=Strong Buy → 1=Strong Sell | Vol Ratio: >1 = above avg volume
================================================================================

    Ticker    Price   Day%  Week%  MCap($B)                  Sector                                  Industry  Above EMA%   RSI  MACD  MACD Hist  ROC20%  Vol Ratio  Momentum  Rating
69     SAN    13.72   2.01  15.10     197.0      Financial Services                       Banks - Diversified       12.08  69.5  Bull       0.13   16.47       0.20      59.2     NaN
70     EVR   378.35   1.22  11.02      14.6      Financial Services                           Capital Markets       11.06  66.9  Bull       3.10   17.34       0.02      58.0     NaN
71    ESAB   104.03   1.49  17.57       6.3             Industrials                         Metal Fabrication        8.77  66.0  Bull       1.61   18.18       0.03      57.8    4.80
72     GPC   108.69   1.32  10.42      15.1       Consumer Cyclical                                Auto Parts        5.96  69.1  Bull       1.54   18.82       0.02      57.0    3.90
73     BDC   120.90   1.60  14.29       4.7              Technology                   Communication Equipment        5.89  63.3  Bull       1.93   18.63       0.03      56.8    5.00
74    BBVA    25.00   1.23  13.51     138.7      Financial Services                       Banks - Diversified       10.54  68.8  Bull       0.20   15.56       0.05      56.2    3.33
75     WTS   341.70   0.70   9.05      11.4             Industrials            Specialty Industrial Machinery       10.38  76.0  Bull       2.81   15.65       0.03      56.1    3.33
76     EMR   151.93   1.97  10.81      85.1             Industrials            Specialty Industrial Machinery        8.24  65.7  Bull       1.15   16.29       0.04      55.8    4.03
77     GEF    71.36   0.90  10.62       4.1       Consumer Cyclical                    Packaging & Containers        7.66  71.9  Bull       0.99   16.37       0.05      55.7    3.33
78    PRCH    11.36  -1.13  19.20       1.2      Financial Services           Insurance - Property & Casualty       19.07  66.0  Bull       0.05   13.94       0.06      55.6    4.88
79     VMC   302.07   4.16  10.78      39.2         Basic Materials                        Building Materials        6.91  65.4  Bull       3.12   16.65       0.02      55.3    4.17
80     WFC    86.35   1.63   5.34     264.2      Financial Services                       Banks - Diversified        7.72  71.5  Bull       0.76   15.82       0.08      55.3    4.17
81    AMBP     4.47   2.41  12.48       2.7       Consumer Cyclical                    Packaging & Containers       11.71  74.9  Bull       0.05   14.17       0.03      55.2     NaN
82     BAC    57.71   1.51   5.80     409.5      Financial Services                       Banks - Diversified        9.71  78.1  Bull       0.50   14.41       0.10      55.1    4.58
83    SOFI    18.19   0.80  10.47      23.3      Financial Services                           Credit Services        6.64  59.9  Bull       0.12   15.82       0.11      55.1    3.29
84    TGLS    45.84   1.87   5.16       2.0         Basic Materials                        Building Materials        6.34  62.3  Bull       0.32   16.14       0.04      54.7     NaN
85    AMRZ    56.34   0.83  11.55      31.2         Basic Materials                        Building Materials        4.89  59.9  Bull       0.47   16.68       0.06      54.6    4.05
86    UPBD    19.33   2.11   9.19       1.1              Technology                    Software - Application        6.20  61.2  Bull       0.13   15.65       0.05      54.2     NaN
87     JPM   335.78   1.60   8.62     899.7      Financial Services                       Banks - Diversified        9.05  73.2  Bull       3.17   13.55       0.12      54.1    3.83
88    KYMR    89.73   0.82  16.67       7.4              Healthcare                             Biotechnology       10.04  65.9  Bull       1.59   12.63       0.09      53.4    4.70
89      IR    80.33   1.62   8.69      31.4             Industrials            Specialty Industrial Machinery        5.48  64.9  Bull       1.20   14.81       0.05      52.9    4.00
90     AXP   345.52   1.03  10.27     235.8      Financial Services                           Credit Services        8.41  71.6  Bull       3.82   11.71       0.19      52.5    3.72
91    SLGN    42.01   0.85   6.75       4.4       Consumer Cyclical                    Packaging & Containers        6.94  70.9  Bull       0.63   13.92       0.01      52.5     NaN
92     ACA   135.18   0.66   6.16       6.6             Industrials                Engineering & Construction       10.46  65.2  Bull       0.69   10.69       0.19      52.5     NaN
93     NWG    17.04   3.02   9.51      67.8      Financial Services                          Banks - Regional        7.13  63.5  Bull       0.11   12.48       0.17      52.4     NaN
94    SSRM    32.93   3.46  34.08       6.8         Basic Materials                                      Gold       11.22  61.0  Bull       0.48   11.21       0.07      52.4    4.60
95     COF   205.11   2.10  15.47     127.6      Financial Services                           Credit Services        8.35  68.2  Bull       2.56   12.68       0.07      52.4    4.39
96    VIRT    59.52   1.42   9.10      12.8      Financial Services                           Capital Markets       17.15  73.4  Bull       0.69    8.59       0.02      52.4    3.43
97     CRH   113.13   0.26  13.16      75.6         Basic Materials                        Building Materials        4.29  60.5  Bull       1.24   14.81       0.03      52.2    4.61
98      HD   340.61   1.01   6.80     339.6       Consumer Cyclical                   Home Improvement Retail        5.55  69.6  Bull       3.69   13.47       0.08      51.9    4.11
99    FRPT    56.50  -1.57  10.46       2.8      Consumer Defensive                            Packaged Foods        0.47  60.0  Bull       1.10   16.62       0.01      51.9    4.47
100   RVLV    21.48   2.87   5.97       1.5       Consumer Cyclical                           Internet Retail        0.42  59.1  Bull       0.39   16.42       0.01      51.7    4.00
101     BX   128.52   0.23   8.47     157.1      Financial Services                          Asset Management        6.96  63.6  Bull       1.48   12.48       0.06      51.5    3.95
102   BCAX    22.55   2.73  11.58       1.5              Healthcare                             Biotechnology        7.37  60.5  Bull       0.24   12.58       0.03      51.5     NaN
103    CMI   723.70   1.94  14.78      99.9             Industrials            Specialty Industrial Machinery       11.17  63.0  Bull       4.13   10.09       0.08      51.4    4.05
104   POOL   203.33   2.62   7.08       7.4             Industrials                   Industrial Distribution        3.99  63.0  Bull       2.89   13.88       0.05      51.3    3.64
105    MLM   605.67   0.18   9.55      36.4         Basic Materials                        Building Materials        3.34  60.1  Bull       5.52   13.87       0.01      50.6    4.04
106   EXPE   242.51  -1.75  10.77      29.1       Consumer Cyclical                           Travel Services        4.41  60.8  Bull       2.61   13.03       0.03      50.5    3.83
107    TDG  1314.33   1.49   8.41      73.5             Industrials                       Aerospace & Defense        6.80  63.3  Bull       7.62   11.47       0.03      50.1    4.18
108    KEY    22.96   0.97   4.46      24.8      Financial Services                          Banks - Regional        7.01  67.6  Bull       0.15   10.84       0.05      49.8    3.95
109   ENIC     4.67  -0.21  10.93       6.5               Utilities            Utilities - Regulated Electric        9.41  70.0  Bull       0.04    9.88       0.02      49.7     NaN
110   OMAB   111.68  -0.04  16.43       5.4             Industrials                   Airports & Air Services        6.91  68.0  Bull       1.71   11.11       0.01      49.7    4.38
111    ECL   274.39   0.14   7.06      77.2         Basic Materials                       Specialty Chemicals        4.88  65.1  Bull       2.45   11.97       0.03      49.7    4.26
112    BVN    36.43   2.42  18.74       9.3         Basic Materials            Other Precious Metals & Mining        7.01  59.2  Bull       0.36   10.83       0.03      49.6     NaN
113    HWM   277.93   0.00  11.40     111.2             Industrials                       Aerospace & Defense        8.99  64.7  Bull       2.47    9.80       0.03      49.6    4.55
114    USB    59.09   0.15   4.01      92.0      Financial Services                          Banks - Regional        6.58  65.3  Bull       0.47   10.86       0.05      49.6    3.86
115     WH    86.18   1.35   7.67       6.5       Consumer Cyclical                                   Lodging        6.77  61.6  Bull       0.51   10.90       0.03      49.5    4.41
116   HUBB   513.33   1.15   9.78      27.1             Industrials              Electrical Equipment & Parts        4.68  62.7  Bull       4.89   11.57       0.06      49.4    3.93
117    GIC    32.16  -0.22   1.77       1.2             Industrials                   Industrial Distribution        3.81  65.8  Bull       0.24   12.29       0.01      49.3     NaN
118    STT   171.55   0.06   6.03      47.5      Financial Services                          Asset Management       11.82  75.5  Bull       0.72   13.70       0.04      49.1    3.88
119    PHM   124.14   0.92   4.99      23.6       Consumer Cyclical                  Residential Construction        3.51  59.7  Bull       0.87   12.02       0.03      49.0    3.81
120     PH   946.60   0.91   8.11     119.4             Industrials            Specialty Industrial Machinery        5.37  66.0  Bull      11.38   11.03       0.02      48.9    4.33
121   HGTY    11.04  -2.47   7.92       3.8      Financial Services           Insurance - Property & Casualty        4.08  53.8  Bull       0.06    5.75       0.70      48.6    3.38
122    SON    51.73   1.55   5.59       5.1       Consumer Cyclical                    Packaging & Containers        3.31  60.0  Bull       0.45   11.58       0.01      48.4    4.09
123    HMY    17.95   1.04  24.51      11.3         Basic Materials                                      Gold        6.37  57.9  Bull       0.13    9.68       0.06      48.4     NaN
124    RTX   191.13   2.37   7.74     257.4             Industrials                       Aerospace & Defense        4.85  64.9  Bull       1.62   10.00       0.09      48.2    4.13
125    CHH   116.41   0.29  11.69       5.3       Consumer Cyclical                                   Lodging        6.60  59.7  Bull       0.76    9.66       0.01      48.1    2.81
126    APO   140.83   1.65   7.39      81.2      Financial Services                          Asset Management       10.00  69.2  Bull       0.92    7.38       0.08      48.1    4.21
127    ASM     7.13   1.30  30.14       1.2         Basic Materials            Other Precious Metals & Mining        4.47  55.9  Bull       0.07   10.05       0.07      47.8     NaN
128   HAYW    15.03   1.62   2.24       3.3             Industrials              Electrical Equipment & Parts        4.29  61.2  Bull       0.12   10.43       0.02      47.7     NaN
129   LECO   277.49  -0.47   9.58      15.2             Industrials                       Tools & Accessories        5.80  63.2  Bull       1.75    9.33       0.05      47.6    3.73
130    NVR  6437.58   0.00   2.10      17.4       Consumer Cyclical                  Residential Construction        1.79  59.4  Bull      43.50   11.50       0.02      47.5    3.29
